140348,2007-01-02,12:22:00,D8-010207,"","",RADIO,PK,69,13.1,E,91,JEO Imperial Hwy.,CMS ON,"",N-15 TO BE CLOSED THIS WEEKEND DETOUR N-215
140329,2007-01-02,00:01:00,SAFETY-122206,Dist 3-HQ,"",MEMO,LW,0,"", ,0,"","","",DEACTIVATED ALL CMS'S FOR SAFETY CAMPAIGN
140330,2007-01-02,01:07:59,SAFETY-122206,"","",--------,LW,0,"", ,0,"","",CLOSE INCIDENT,""
140418,2007-01-03,07:41:00,126-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"",FIRST CALL,OPEN INCIDENT,"S-55 JSO 17TH ST, 1179, GLD HOND ACCD VS SIL HOND, DODGE SUV"
140419,2007-01-03,07:41:30,126-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"","","",BLOCKING LANE 1
140420,2007-01-03,07:41:45,126-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"","","",1 PTY COMPLAIN OF HEAD INJURY
140421,2007-01-03,07:50:00,126-010307,CCTV,"",--------,BB,97,"",S,55,Collins,CMS ON,"","""ACCIDENT AT 17TH ST TRAFFIC JAMMED"""
140422,2007-01-03,08:19:54,126-010307,CCTV,"",--------,BB,97,"",S,55,Collins,CMS OFF,"",""
140423,2007-01-03,10:36:45,126-010307,"","",RADIO,BB,0,"", ,0,"","",CLOSE INCIDENT,""
140424,2007-01-03,10:25:00,245-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"",FIRST CALL,OPEN INCIDENT,"S-5 AT CULVER DR, 1179, 2 CARS AND A BIG RIG"
140427,2007-01-03,10:25:00,245-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"","","",WHI VEH & SEMI BOTH ON RS
140429,2007-01-03,10:31:00,245-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"","","",PER OFCA CHIEF FORSYTHE: PRTY TRAPPED IN VEH
140430,2007-01-03,10:31:30,245-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"","","",#5 LN BLKD
140431,2007-01-03,10:32:00,245-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"","","",PER RP PTYS IN VEH APPEAR INJURED
140432,2007-01-03,10:34:00,245-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"","","",TC IS 1182 ONLY - CUT AND RESCUE NEEDED
140433,2007-01-03,10:34:00,245-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"","",SIGALERT BEGIN,SIGALERT ISUED FOR 1 HOUR. #5 LN BLKD
140434,2007-01-03,10:35:00,245-010307,CHP-CAD,Mgmt,PAGER,BB,0,"", ,0,"","","",PAGED MGMT ABOUT SIGALERT
140425,2007-01-03,10:36:00,245-010307,"","",--------,KK,92,"",S,5,S/O 17th St.,CMS ON,"","""ACCIDENT AT CULVER DR RIGHT LN BLKD"""
140426,2007-01-03,10:36:00,245-010307,"","",--------,KK,65,"",S,55,N/O Santa Clara,CMS ON,"","""ACCIDENT S-5 AT CULVER DR"""
140428,2007-01-03,10:36:00,245-010307,"","",--------,KK,94,"",N,55,N/O Dyer,CMS ON,"","""ACCIDENT S-5 AT CULVER DR"""
140435,2007-01-03,10:36:00,245-010307,CHP-CAD,Dist 3-HQ,FAX,BB,0,"", ,0,"","","",FAXED SIGALERT TO HQ
140436,2007-01-03,10:44:18,245-010307,12-W-12,"",VOICE,BB,0,"", ,0,"","","","WILL ROLL WITH 12-W-21
"
140437,2007-01-03,10:47:06,245-010307,12-W-12,"",RADIO,BB,0,"", ,0,"",10-8 FIRST UNIT,"",""
140438,2007-01-03,10:48:10,245-010307,12-W-21,"",RADIO,BB,0,"", ,0,"",10-8,"",""
140448,2007-01-03,10:50:00,245-010307,"","",--------,KK,94,"",N,55,N/O Dyer,CMS OFF,"",CMS BLANKED TO BE USED FOR SIGALERT #251 - NB 55 AT EDINGER
140449,2007-01-03,10:55:47,245-010307,12-W-12,"",RADIO,BB,0,"", ,0,"",10-97 FIRST UNIT,"",S-5 AT JAMBOREE
140450,2007-01-03,10:59:32,245-010307,12-W-21,"",CAD,BB,0,"", ,0,"",10-97,"",""
140453,2007-01-03,11:10:27,245-010307,12-W-12,"",RADIO,BB,0,"", ,0,"","","",QUEUE HAS SHRUNK ALMOST TO THE SCENE
140461,2007-01-03,11:14:00,245-010307,12-W-12,"",RADIO,BB,0,"", ,0,"","","",ALL LANES OPEN. VEHS ON R/S
140462,2007-01-03,11:16:00,245-010307,CHP-CAD,Mgmt,PAGER,BB,0,"", ,0,"","","",FAXED SIGALERT CANCELLED TO HQ
140463,2007-01-03,11:17:00,245-010307,CHP-CAD,Dist 3-HQ,FAX,BB,0,"", ,0,"","","",FAXED SIGALERT TO HQ
140464,2007-01-03,11:17:48,245-010307,CHP-CAD,"",--------,BB,65,"",S,55,N/O Santa Clara,CMS OFF,"",""
140465,2007-01-03,11:17:48,245-010307,CHP-CAD,"",--------,BB,92,"",S,5,S/O 17th St.,CMS OFF,"",""
140466,2007-01-03,11:17:48,245-010307,CHP-CAD,"",--------,BB,94,"",N,55,N/O Dyer,CMS OFF,"",""
140468,2007-01-03,11:20:01,245-010307,12-W-12,"",RADIO,BB,0,"", ,0,"",10-98,"",""
140469,2007-01-03,11:20:01,245-010307,12-W-21,"",RADIO,BB,0,"", ,0,"",10-98 LAST UNIT,"",""
140518,2007-01-03,12:16:35,245-010307,12-W-12,"",RADIO,BB,0,"", ,0,"",10-7 TMC,"",""
140519,2007-01-03,12:18:42,245-010307,12-W-21,"",RADIO,BB,0,"", ,0,"",10-7 PAGE,"",""
140521,2007-01-03,12:19:43,245-010307,"","",RADIO,BB,0,"", ,0,"","",CLOSE INCIDENT,""
140439,2007-01-03,10:33:00,251-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"",FIRST CALL,OPEN INCIDENT,"N-55 AT EDINGER AVE, 1179, CHAIR #2"
140440,2007-01-03,10:42:00,251-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"","","",IS NOW 1179
140441,2007-01-03,10:42:30,251-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"","","",VEH IS IN HOV FACING W/WAY
140442,2007-01-03,10:49:00,251-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"","",SIGALERT BEGIN,SIGALERT ISSUED FOR 30 MIN. HOV LN BLKD
140445,2007-01-03,10:50:00,251-010307,"","",--------,KK,86,"",S,405,N/O Harbor,CMS ON,"","""ACCIDENT N-55 AT EDINGER CARPOOL BLKD"""
140446,2007-01-03,10:50:00,251-010307,"","",--------,KK,94,"",N,55,N/O Dyer,CMS ON,"","""ACCIDENT AT EDINGER CARPOOL BLKD"""
140447,2007-01-03,10:50:00,251-010307,"","",--------,KK,87,"",N,405,S/O Harvard,CMS FAIL,"",FAILED
140443,2007-01-03,10:50:00,251-010307,CHP-CAD,Mgmt,PAGER,BB,0,"", ,0,"","","",PAGED MGMT ABOUT SIGALERT
140444,2007-01-03,10:51:00,251-010307,CHP-CAD,Dist 3-HQ,FAX,BB,0,"", ,0,"","","",FAXED SIGAELRT TO HQ
140451,2007-01-03,11:09:20,251-010307,CCTV,"",CCTV,KK,0,"", ,0,"","","",PER CCTV - LANES ARE OPEN
140452,2007-01-03,11:09:43,251-010307,CHP-CAD,"",CAD,KK,0,"", ,0,"","","",PER 86-55M - RDWY IS CLEAR
140454,2007-01-03,11:10:39,251-010307,CHP-MIO,"",VOICE,KK,0,"", ,0,"","",SIGALERT END,SIGALERT CANCELLED - RDWY IS CLEAR
140455,2007-01-03,11:10:55,251-010307,"","",--------,KK,86,"",S,405,N/O Harbor,CMS OFF,"",""
140456,2007-01-03,11:10:55,251-010307,"","",--------,KK,94,"",N,55,N/O Dyer,CMS OFF,"",""
140457,2007-01-03,11:11:20,251-010307,"",Mgmt,PAGER,KK,0,"", ,0,"","","",PAGED MGMT WITH SIGALERT CANCELLATION
140458,2007-01-03,11:11:20,251-010307,"",Dist 3-HQ,FAX,KK,0,"", ,0,"","","",FAXED HQ WITH SIGALERT CANCELLATION
140459,2007-01-03,11:12:34,251-010307,"","",--------,KK,0,"", ,0,"",LANES CLEAR,CLOSE INCIDENT,""
140460,2007-01-03,11:14:57,251-010307,"","",RADIO,BB,0,"", ,0,"","",CLOSE INCIDENT,""
140467,2007-01-03,11:01:00,268-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"",FIRST CALL,OPEN INCIDENT,"S-5 JSO REDHILL AVE, 1179, RP OFF THE FWY * HEARD TC ONLY"
140472,2007-01-03,11:02:00,268-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"","","",TK PK VS UNK SEDAN
140473,2007-01-03,11:02:30,268-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"","","",PER DUP: VEH ON IT'S ROOF
140475,2007-01-03,11:03:00,268-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"","","",2 VEHS INV - 1 O/TURNED
140479,2007-01-03,11:06:00,268-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"","","",HOV BLKD
140481,2007-01-03,11:08:00,268-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"","",SIGALERT BEGIN,"SIGALERT ISSUED FOR 45 MIN. #3,4,5 LNS BLKD"
140480,2007-01-03,11:09:00,268-010307,CHP-CAD,"",CAD,BB,0,"", ,0,"","","",PER 86-D7 VEH O/TURNED IN MIDDLE LANES ** WILL NEED ALL TRAFFIC STOPPED
140474,2007-01-03,11:10:00,268-010307,"","",--------,KK,92,"",S,5,S/O 17th St.,CMS ON,"","""ACCIDENT AT REDHILL RIGHT LNS BLKD"""
140476,2007-01-03,11:10:00,268-010307,"","",--------,KK,65,"",S,55,N/O Santa Clara,CMS ON,"","""ACCIDENT S-5 AT REDHILL TRAFFIC JAMMED"""
140478,2007-01-03,11:10:00,268-010307,"","",--------,KK,94,"",N,55,N/O Dyer,CMS ON,"","""ACCIDENT S-5 AT REDHILL TRAFFIC JAMMED"""
140482,2007-01-03,11:10:00,268-010307,CHP-CAD,Mgmt,PAGER,BB,0,"", ,0,"","","",PAGED MGMT ABOUT SIGALERT
140483,2007-01-03,11:11:00,268-010307,CHP-CAD,Dist 3-HQ,FAX,BB,0,"", ,0,"","","",FAXED SIGALERT TO HQ
140470,2007-01-03,11:20:01,268-010307,12-W-12,"",RADIO,BB,0,"", ,0,"",10-8 FIRST UNIT,"",""
140471,2007-01-03,11:20:02,268-010307,12-W-21,"",RADIO,BB,0,"", ,0,"",10-8,"",""
140484,2007-01-03,11:28:00,268-010307,12-W-12,"",RADIO,BB,0,"", ,0,"","","",N-5 QUEUE BACKING UP. NEEDS 12-W-14 AND 21 TO ROLL
140487,2007-01-03,11:30:00,268-010307,12-W-12,"",PHONE,BB,0,"", ,0,"","","",12-W-22 IS ROLLING
140485,2007-01-03,11:31:03,268-010307,12-W-12,"",RADIO,BB,0,"", ,0,"","","",END OF QUEUE ON S-5 AT 1ST ST O/CROSSING
140486,2007-01-03,11:31:15,268-010307,"",12-W-14,PHONE,BB,0,"", ,0,"","","",WILL ROLL
140489,2007-01-03,11:33:13,268-010307,12-W-12,"",RADIO,BB,0,"", ,0,"",10-97 FIRST UNIT,"",S-5 JNO 4TH ST OFF/RAMP
140490,2007-01-03,11:33:49,268-010307,12-W-22,"",RADIO,BB,0,"", ,0,"",10-8,"",""
140491,2007-01-03,11:34:41,268-010307,12-W-14,"",RADIO,BB,0,"", ,0,"",10-8,"",""
140492,2007-01-03,11:37:30,268-010307,12-W-21,"",RADIO,BB,0,"", ,0,"",10-97,"",S-5 AT 17TH ST
140495,2007-01-03,11:40:00,268-010307,CCTV,"",CCTV,KK,0,"", ,0,"","","",PER CCTV - VEH HAS BEEN UPRIGHTED AND MOVED TO R/S
140493,2007-01-03,11:40:11,268-010307,12-W-22,"",RADIO,BB,0,"", ,0,"",10-97,"",N-5 AT JEFFREY ON/RAMP
140494,2007-01-03,11:41:49,268-010307,12-W-12,"",RADIO,BB,0,"", ,0,"","","",END OF QUEUE S-5 AT GRAND
140496,2007-01-03,11:46:31,268-010307,CCTV,"",CCTV,KK,0,"", ,0,"","","",PER CCTV - ONLY AUX LN IS BLKD AT THIS TIME ALL OTHER LNS ARE OPEN
140497,2007-01-03,11:48:57,268-010307,CCTV,12-W-12,RADIO,BB,0,"", ,0,"","","",INFORMED 12 THAT ALL LANES ARE OPEN EXCEPT AUX
140499,2007-01-03,11:54:00,268-010307,CHP-CAD,"",CAD,KK,0,"", ,0,"","","",ONLY #6 LN BLKD NOW
140498,2007-01-03,11:54:02,268-010307,12-W-12,"",RADIO,KK,0,"", ,0,"","","",QUEUE IS AT 17TH ST OFF/R
140500,2007-01-03,12:02:08,268-010307,CCTV,"",CCTV,KK,0,"", ,0,"","","",PER CCTV - ALL LNS ARE OPEN
140501,2007-01-03,12:02:11,268-010307,CCTV,"",--------,BB,0,"", ,0,"","",SIGALERT END,PER CCTV. ALL UNITS 1098. ROADWAY CLEAR
140502,2007-01-03,12:02:27,268-010307,CCTV,12-W-12,RADIO,BB,0,"", ,0,"","","",INFORMED 12-W-12 THAT ALL LANES OPEN
140504,2007-01-03,12:02:44,268-010307,"","",--------,KK,65,"",S,55,N/O Santa Clara,CMS OFF,"",""
140505,2007-01-03,12:02:44,268-010307,"","",--------,KK,92,"",S,5,S/O 17th St.,CMS OFF,"",""
140506,2007-01-03,12:02:44,268-010307,"","",--------,KK,94,"",N,55,N/O Dyer,CMS OFF,"",""
140507,2007-01-03,12:03:41,268-010307,CHP-CAD,Mgmt,PAGER,BB,0,"", ,0,"","","",PAGED MGMT SIGALERT CANCELLED
140508,2007-01-03,12:04:01,268-010307,CHP-CAD,Dist 3-HQ,FAX,BB,0,"", ,0,"","","",FAXED SIGALERT CANCELLED TO HQ
140509,2007-01-03,12:04:56,268-010307,12-W-14,"",RADIO,BB,0,"", ,0,"",10-98,"",NO QUEUE ON N-5. TEAM IS 1098
140510,2007-01-03,12:04:56,268-010307,12-W-22,"",RADIO,BB,0,"", ,0,"",10-98,"",NO QUEUE ON N-5. TEAM IS 1098
140511,2007-01-03,12:09:22,268-010307,12-W-12,"",RADIO,BB,0,"", ,0,"",10-98,"",TRAFFIC BACK TO NORMAL. TEAM IS 1098
140512,2007-01-03,12:09:22,268-010307,12-W-21,"",RADIO,BB,0,"", ,0,"",10-98 LAST UNIT,"",TRAFFIC BACK TO NORMAL. TEAM IS 1098
140513,2007-01-03,12:13:01,268-010307,12-W-14,"",RADIO,BB,0,"", ,0,"",10-7 TMC,"",""
140514,2007-01-03,12:13:27,268-010307,12-W-22,"",RADIO,BB,0,"", ,0,"",10-7 TMC,"",""
140515,2007-01-03,12:16:35,268-010307,12-W-12,"",RADIO,BB,0,"", ,0,"",10-7 TMC,"",""
140517,2007-01-03,12:18:42,268-010307,12-W-21,"",RADIO,BB,0,"", ,0,"",10-7 PAGE,"",""
140520,2007-01-03,12:19:21,268-010307,"","",RADIO,BB,0,"", ,0,"","",CLOSE INCIDENT,""
140536,2007-01-03,17:18:00,554-010307,CHP-CAD,"",CAD,KH,0,"", ,0,"","",OPEN INCIDENT,""
140537,2007-01-03,17:18:00,554-010307,CHP-CAD,"",CAD,KH,0,"", ,0,"",INFO,RTE/DIR/LOCATION,W PCH AT BAY SHORE DR
140538,2007-01-03,17:18:00,554-010307,CHP-CAD,"",CAD,KH,0,"", ,0,"",LANES BLOCKED,SIGALERT BEGIN,N/S PCH CLOSED BETWEEN TUSTIN AND DOVER DUE TO STRUCYURE FIRE
140539,2007-01-03,17:18:00,554-010307,"",Mgmt,PAGER,KH,0,"", ,0,"","","",PAGED MGMT WITH SIGALERT INFO
140540,2007-01-03,17:18:00,554-010307,"",Dist 3-HQ,FAX,KH,0,"", ,0,"","","",FAXED HQ WITH SIGALERT INFO
140541,2007-01-03,17:18:00,554-010307,"","","",KH,70,"",S,55,N/O Paularino,CMS ON,"",PCH CLOSED NEWPORT TO DOVER USE ALT ROUTE
140542,2007-01-03,20:49:00,554-010307,"",CHP-Disp,PHONE,KH,0,"", ,0,"",INFO,"",ASK FOR UPDATE ON SIGALERT
140543,2007-01-03,20:49:00,554-010307,CHP-CAD,"",CAD,KH,0,"", ,0,"",INFO,SIGALERT END,"PER NEWPORT BEACH POLICE, SIGALERT IS OVER"
140544,2007-01-03,20:49:00,554-010307,"","","",KH,70,"",S,55,N/O Paularino,CMS OFF,"","PER NEWPORT BEACH POLICE, SIGALERT IS OVER"
140545,2007-01-03,20:49:00,554-010307,"",Mgmt,PAGER,KH,0,"", ,0,"","","",PAGED MGMT WITH SIGALERT CANCELLATION
140546,2007-01-03,20:49:00,554-010307,"",Dist 3-HQ,FAX,KH,0,"", ,0,"","","",FAXED HQ WITH SIGALERT CANCELLATION
140547,2007-01-03,20:55:53,554-010307,"","",--------,KH,0,"", ,0,"","",CLOSE INCIDENT,""
140562,2007-01-03,23:53:00,797-010307,CHP-CAD,"",CAD,SP,0,"", ,0,"","",OPEN INCIDENT,"E-91 JWO SCALES, BLKING #3 LN// DIESEL FUEL FOR APPROX 1 1/2 MI, SV TRK STOPPED AT SCALES PER RP, WATKINS TRK IN CONST ZONE"
140397,2007-01-03,00:01:00,C5BA-010307,Dist 12 COMM,"",VOICE,LW,0,"", ,0,"",10-97,OPEN INCIDENT,"1097 FFC S-5 ALL LANES, ARTESIA TO BEACH"
140398,2007-01-03,00:01:00,C5BA-010307,Dist 12 COMM,Dist 3-HQ,FAX,LW,0,"", ,0,"",FFC BEGIN,CONST CLOSURE CREW,"FAXED HQ 1097 FFC S-5 ALL LANES, ARTESIA TO BEACH"
140399,2007-01-03,00:01:00,C5BA-010307,Dist 12 COMM,Dist 7 TMC,PHONE,LW,0,"", ,0,"",FFC BEGIN,CONST CLOSURE CREW,"ADVISED D-7 1097 FFC S-5 ALL LANES, ARTESIA TO BEACH"
140416,2007-01-03,03:59:00,C5BA-010307,Dist 12 COMM,Dist 3-HQ,FAX,LW,0,"", ,0,"",FFC END,CONST CLOSURE CREW,"FAXED HQ 1098 FFC S-5 ALL LANES OPEN, ARTESIA TO BEACH"
140415,2007-01-03,03:59:00,C5BA-010307,Dist 12 COMM,Dist 7 TMC,PHONE,LW,0,"", ,0,"",FFC END,CONST CLOSURE CREW,"ADVISED D-7 1098 FFC S-5 ALL LANES OPEN, ARTESIA TO BEACH"
140417,2007-01-03,04:00:00,C5BA-010307,Dist 12 COMM,"",VOICE,LW,0,"", ,0,"",10-98,CLOSE INCIDENT,"1098 FFC S-5, ARTESIA TO BEACH"
140522,2007-01-03,15:06:00,CMS 87-010307,VIC & STEVE,"",VOICE,KH,0,"", ,0,"","",OPEN INCIDENT,VIC  AND STEVE R. REPORTED THAT MORT PASS CMS 87 AND THE TRAVEL TIME WAS INCORRECT
140523,2007-01-03,15:07:00,CMS 87-010307,ATMS,"",ATMS,KH,87,"",N,405,S/O Harvard,CMS FAIL,"",""
140524,2007-01-03,15:08:00,CMS 87-010307,VIC & STEVE,"",VOICE,KH,0,"", ,0,"","","","WANTS CMS 87 BLANKED, TRIED TO BLANK CMS 87 WITH SOCS UNABLE TO VERIFY."
140525,2007-01-03,15:09:00,CMS 87-010307,"",12-W-12,PHONE,KH,0,"", ,0,"","","",REPORTED TO THAT WE NEED SOMEONE TO CHECK CMS 87. CALL 31 OR 17
140526,2007-01-03,15:10:00,CMS 87-010307,"",12-W-31,PHONE,KH,0,"", ,0,"","","","CANT ROLL TO CMS 87, NO KEYS"
140527,2007-01-03,15:13:00,CMS 87-010307,"",12-W-17,PHONE,KH,0,"", ,0,"","","",WILL ROLL
140528,2007-01-03,15:17:00,CMS 87-010307,"",12-W-17,RADIO,KH,0,"", ,0,"",10-8,"",TO CMS 87
140529,2007-01-03,15:27:00,CMS 87-010307,12-W-17,"",RADIO,KH,0,"", ,0,"",10-97,"",AT CMS 87
140530,2007-01-03,15:29:00,CMS 87-010307,12-W-17,"",RADIO,KH,0,"", ,0,"","","",REPORTED STILL DISPLAYING TRAVEL TIME MESSAGE
140531,2007-01-03,15:29:00,CMS 87-010307,"",12-W-17,RADIO,KH,0,"", ,0,"","","",ASKED 17 TO BLANK CMS 87
140532,2007-01-03,15:32:00,CMS 87-010307,12-W-17,"",RADIO,KH,0,"", ,0,"",10-98,"",CMS 87 IS BLANK
140533,2007-01-03,15:37:58,CMS 87-010307,"",VIC,PHONE,KH,0,"", ,0,"","","",CALL VIC LEFT MESSAGE WITH CMS 87 UPDATE
140534,2007-01-03,15:59:00,CMS 87-010307,12-W-17,"",RADIO,KH,0,"", ,0,"",10-10,"",""
140535,2007-01-03,17:30:37,CMS 87-010307,"","",--------,KH,0,"", ,0,"","",CLOSE INCIDENT,""
140488,2007-01-03,11:15:00,D8-010207,"","",--------,BB,63,"",N,57,Yorba Linda,CMS ON,"","""N-15 TO BE CLOSD THIS WEEKEND DETOUR N-215"""
140589,2007-01-04,12:14:00,304-010407,CHP-CAD,"",CAD,BB,0,"", ,0,"",FIRST CALL,OPEN INCIDENT,"S-405 JSO BROOKHURST ST, BLU/RED TRASH TRK O/TURNED"
140590,2007-01-04,12:14:30,304-010407,CHP-CAD,"",CAD,BB,0,"", ,0,"","","",IN SLOW LN NOW
140591,2007-01-04,12:15:00,304-010407,CHP-CAD,"",CAD,BB,0,"", ,0,"","","","BLKG 2 RT LNS, DRIVER OUT OF TK"
140592,2007-01-04,12:16:00,304-010407,CHP-CAD,"",CAD,BB,0,"", ,0,"","","",OVERTURNED TRASH TK IN SLOW LANE
140593,2007-01-04,12:16:00,304-010407,CCTV,"",--------,BB,83,"",E,22,E/O 405 Int,CMS ON,"","""ACCIDENT S-405 AT BROOKHURST ST RIGHT LNS BLKD"""
140594,2007-01-04,12:21:00,304-010407,"",12-W-12,PHONE,BB,0,"", ,0,"","","",INFORMED 12 TO CHECK INCIDENT AT TMC
140595,2007-01-04,12:25:34,304-010407,"","",RADIO,BB,0,"", ,0,"","","",WANTS 12-W-16 AND 32 TO ROLL.
140596,2007-01-04,12:27:25,304-010407,"",12-W-16,PHONE,BB,0,"", ,0,"","","",WILL ROLL
140597,2007-01-04,12:28:24,304-010407,12-W-32,"",RADIO,BB,0,"", ,0,"","","",WILL ROLL
140602,2007-01-04,12:29:00,304-010407,CHP-CAD,"",CAD,BB,0,"", ,0,"","","","TRASH TK FROM CR&C IS EMPTY ON IT'S RIGHT SIDE BLOCKING 3,4"
140618,2007-01-04,12:32:00,304-010407,CHP-CAD,"",CAD,KH,0,"", ,0,"",INFO,"","HOV,1 ARE OPEN, 2,3,4 LNS BLKD"
140599,2007-01-04,12:37:00,304-010407,CHP-CAD,"",CAD,BB,0,"", ,0,"","","",REQ CT FOR ABSORBENT FOR HYDRAULIC FLUID
140619,2007-01-04,12:37:00,304-010407,CHP-CAD,"",CAD,KH,0,"", ,0,"",INFO,"",REQ CT FOR ABSORBENT FOR HYDRAILIC FLUID
140600,2007-01-04,12:37:30,304-010407,CHP-CAD,"",CAD,BB,0,"", ,0,"","","",FOR 5 GALLONS OF HYDRAULIC FLUID
140598,2007-01-04,12:38:05,304-010407,12-W-16,"",RADIO,BB,0,"", ,0,"",10-8 FIRST UNIT,"",""
140601,2007-01-04,12:40:49,304-010407,12-W-32,"",RADIO,BB,0,"", ,0,"",10-8,"",""
140603,2007-01-04,12:44:00,304-010407,CHP-CAD,Mgmt,PAGER,BB,0,"", ,0,"","","",PAGED MGMT ABOUT #2 LN BLOCKED. SIGALERT UPDATE
140604,2007-01-04,12:45:00,304-010407,CHP-CAD,Dist 3-HQ,FAX,BB,0,"", ,0,"","","",FAXED #2 LN BLKD TO HQ
140605,2007-01-04,12:55:22,304-010407,12-W-16,"",RADIO,BB,0,"", ,0,"","","",N-405 HAS GAWKING AND CREATING BACK UP. PROBABLY NEED ANOTHER TEAM FOR NB SIDE
